Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-01-03,36.61,36.93,36.27,36.6,20196466.0,0.0,1.0,34.740482159432574,35.04414111302499,34.41784452124063,34.73099281713281,20196466.0
2017-01-04,36.71,36.77,36.34,36.41,15915729.0,0.0,1.0,34.8353755824302,34.89231163622878,34.48426991733897,34.55069531343731,15915729.0
2017-01-05,36.45,36.72,36.305,36.35,13986002.0,0.0,1.0,34.588652682636365,34.84486492472997,34.4510572192898,34.493759259638736,13986002.0
2017-01-06,36.59,36.68,36.19,36.48,15113998.0,0.0,1.0,34.72150347483305,34.80690755553091,34.34192978284252,34.61712070953565,15113998.0
2017-01-09,36.48,36.885,36.4776,36.61,19461422.0,0.0,1.0,34.61712070953565,35.00143907267606,34.61484326738371,34.740482159432574,19461422.0
2017-01-10,36.55,36.93,36.53,36.54,15918766.0,0.0,1.0,34.683546105633994,35.04414111302499,34.66456742103447,34.67405676333423,15918766.0
2017-01-11,36.51,37.0,36.51,36.95,22398426.0,0.0,1.0,34.64558873643494,35.11056650912333,34.64558873643494,35.063119797624516,22398426.0
2017-01-12,36.83,36.83,36.32,36.71,20391946.0,0.0,1.0,34.949247690027356,34.949247690027356,34.465291232739446,34.8353755824302,20391946.0
2017-01-13,36.71,36.86,36.62,36.79,15072235.0,0.0,1.0,34.8353755824302,34.977715716926646,34.74997150173233,34.91129032082831,15072235.0
2017-01-17,36.67,36.83,36.59,36.8,20195202.0,0.0,1.0,34.797418213231154,34.949247690027356,34.72150347483305,34.920779663128066,20195202.0
2017-01-18,36.89,37.01,36.61,36.76,15382452.0,0.0,1.0,35.006183743825936,35.120055851423096,34.740482159432574,34.88282229392902,15382452.0
2017-01-19,36.51,36.91,36.51,36.57,13654522.0,0.0,1.0,34.64558873643494,35.02516242842546,34.64558873643494,34.70252479023352,13654522.0
2017-01-20,36.76,37.03,36.58,36.94,23950936.0,0.0,1.0,34.88282229392902,35.13903453602262,34.712014132533284,35.05363045532475,23950936.0
2017-01-23,37.07,37.21,36.55,36.77,27752565.0,0.0,1.0,35.176991905221676,35.309842697418354,34.683546105633994,34.89231163622878,27752565.0
2017-01-24,36.84,37.74,36.81,37.62,35140871.0,0.0,1.0,34.95873703232713,35.8127778393058,34.93026900542784,35.69890573170864,35140871.0
2017-01-25,37.87,38.0,37.515,37.8,32357313.0,0.0,1.0,35.936139289202714,36.05950073909964,35.599267637561134,35.869713893104375,32357313.0
2017-01-26,37.82,37.925,37.42,37.56,34144843.0,0.0,1.0,35.88869257770391,35.988330671851415,35.509118885713384,35.64196967791007,34144843.0
2017-01-27,38.0,38.45,37.81,37.98,44368566.0,0.0,1.0,36.05950073909964,36.48652114258898,35.87920323540414,36.04052205450011,44368566.0
2017-01-30,37.74,37.84,37.33,37.42,23954716.0,0.0,1.0,35.8127778393058,35.90767126230343,35.423714805015514,35.509118885713384,23954716.0
2017-01-31,37.22,37.37,36.6401,36.82,27059084.0,0.0,1.0,35.31933203971812,35.46167217421456,34.769045079754854,34.9397583477276,27059084.0
2017-02-01,36.82,36.95,36.02,36.52,28380640.0,0.0,1.0,34.9397583477276,35.063119797624516,34.18061096374655,34.65507807873471,28380640.0
2017-02-02,36.26,36.7,36.2,36.68,31916939.0,0.0,1.0,34.408355178940866,34.825886240130444,34.35141912514229,34.80690755553091,31916939.0
2017-02-03,36.69,36.82,36.45,36.52,21038146.0,0.26,1.0,35.06426828866955,35.18850799642445,34.83490267435283,34.90180097852855,21038146.0
2017-02-06,36.51,36.51,36.15,36.27,21426961.0,0.0,1.0,34.89224407793201,34.89224407793201,34.54819565645692,34.662878463615286,21426961.0
2017-02-07,36.45,36.52,36.24,36.35,18581866.0,0.0,1.0,34.83490267435283,34.90180097852855,34.6342077618257,34.73933366838753,18581866.0
2017-02-08,36.34,36.65,36.14,36.38,20807358.0,0.0,1.0,34.729776767791,35.02604068628344,34.53863875586039,34.768004370177124,20807358.0
2017-02-09,36.5,36.5,35.4,35.46,47802687.0,0.0,1.0,34.882687177335484,34.882687177335484,33.83142811171715,33.88876951529633,47802687.0
2017-02-10,35.26,35.43,34.84,35.34,44106523.0,0.0,1.0,33.69763150336573,33.860098813506745,33.29624167831146,33.77408670813797,44106523.0
2017-02-13,35.57,35.85,35.34,35.8,28180550.0,0.0,1.0,33.99389542185817,34.26148863856101,33.77408670813797,34.21370413557836,28180550.0
2017-02-14,35.84,35.96,35.53,35.93,25734801.0,0.0,1.0,34.25193173796449,34.36661454512285,33.95566781947205,34.33794384333326,25734801.0
2017-02-15,35.98,36.06,35.67,36.05,18452197.0,0.0,1.0,34.38572834631591,34.46218355108815,34.08946442782347,34.45262665049162,18452197.0
2017-02-16,36.18,36.56,36.1,36.41,21317455.0,0.0,1.0,34.57686635824651,34.940028580914664,34.500411153474275,34.7966750719667,21317455.0
2017-02-17,36.32,36.48,36.1,36.48,18909888.0,0.0,1.0,34.71066296659794,34.86357337614242,34.500411153474275,34.86357337614242,18909888.0
2017-02-21,36.53,36.65,36.33,36.52,20556017.0,0.0,1.0,34.91135787912507,35.02604068628344,34.720219867194466,34.90180097852855,20556017.0
2017-02-22,36.34,36.3964,35.79,36.07,29904370.0,0.0,1.0,34.729776767791,34.783677687155425,34.20414723498183,34.47174045168468,29904370.0
2017-02-23,36.24,36.3,35.9,36.18,22774979.0,0.0,1.0,34.6342077618257,34.69154916540487,34.30927314154366,34.57686635824651,22774979.0
2017-02-24,36.14,36.53,35.95,36.53,18617592.0,0.0,1.0,34.53863875586039,34.91135787912507,34.35705764452632,34.91135787912507,18617592.0
2017-02-27,36.42,36.68,36.27,36.51,14065236.0,0.0,1.0,34.80623197256324,35.054711388073024,34.662878463615286,34.89224407793201,14065236.0
2017-02-28,36.42,36.46,36.0,36.2,24977011.0,0.0,1.0,34.80623197256324,34.84445957494936,34.404842147508965,34.59598015943958,24977011.0
2017-03-01,35.85,36.1,35.44,35.93,34085869.0,0.0,1.0,34.26148863856101,34.500411153474275,33.869655714103274,34.33794384333326,34085869.0
2017-03-02,35.93,36.02,35.65,35.91,23602100.0,0.0,1.0,34.33794384333326,34.42395594870203,34.07035062663041,34.31883004214019,23602100.0
2017-03-03,35.94,36.085,35.67,35.9,17540896.0,0.0,1.0,34.347500743929785,34.48607580257948,34.08946442782347,34.30927314154366,17540896.0
2017-03-06,35.79,35.8,35.42,35.57,24416732.0,0.0,1.0,34.20414723498183,34.21370413557836,33.85054191291022,33.99389542185817,24416732.0
2017-03-07,35.54,35.8,35.385,35.8,23434893.0,0.0,1.0,33.965224720068576,34.21370413557836,33.817092760822355,34.21370413557836,23434893.0
2017-03-08,35.67,35.9,35.525,35.62,20920148.0,0.0,1.0,34.08946442782347,34.30927314154366,33.95088936917378,34.041679924840814,20920148.0
2017-03-09,35.6,35.94,35.5,35.82,23616786.0,0.0,1.0,34.022566123647756,34.347500743929785,33.926997117682454,34.232817936771426,23616786.0
2017-03-10,36.12,36.295,35.78,35.91,25402348.0,0.0,1.0,34.51952495466733,34.68677071510661,34.1945903343853,34.31883004214019,25402348.0
2017-03-13,35.85,36.04,34.94,35.16,53582931.0,0.0,1.0,34.26148863856101,34.44306974989509,33.391810684276756,33.602062497400425,53582931.0
2017-03-14,35.06,35.23,34.66,35.18,28586871.0,0.0,1.0,33.50649349143512,33.668960801576134,33.12421746757391,33.62117629859348,28586871.0
2017-03-15,34.94,35.17,34.68,35.1,27996095.0,0.0,1.0,33.391810684276756,33.61161939799696,33.14333126876697,33.544721093821245,27996095.0
2017-03-16,35.17,35.36,35.07,35.14,19616053.0,0.0,1.0,33.61161939799696,33.79320050933103,33.51605039203165,33.58294869620737,19616053.0
2017-03-17,35.31,35.33,35.1,35.27,30778867.0,0.0,1.0,33.74541600634838,33.764529807541436,33.544721093821245,33.70718840396226,30778867.0
2017-03-20,35.37,35.63,35.26,35.43,17322274.0,0.0,1.0,33.80275740992756,34.05123682543735,33.69763150336573,33.860098813506745,17322274.0
2017-03-21,35.59,35.6,35.0,35.04,22814547.0,0.0,1.0,34.01300922305123,34.022566123647756,33.44915208785594,33.48737969024206,22814547.0
2017-03-22,35.22,35.46,35.0,35.37,19144498.0,0.0,1.0,33.659403900979605,33.88876951529633,33.44915208785594,33.80275740992756,19144498.0
2017-03-23,35.49,35.49,35.02,35.27,20640352.0,0.0,1.0,33.917440217085925,33.917440217085925,33.46826588904901,33.70718840396226,20640352.0
2017-03-24,35.65,35.73,35.12,35.16,22187960.0,0.0,1.0,34.07035062663041,34.146805831402645,33.5638348950143,33.602062497400425,22187960.0
2017-03-27,35.07,35.5,34.94,35.39,16992235.0,0.0,1.0,33.51605039203165,33.926997117682454,33.391810684276756,33.82187121112062,16992235.0
2017-03-28,35.34,35.71,35.21,35.6,18398148.0,0.0,1.0,33.77408670813797,34.127692030209595,33.649847000383076,34.022566123647756,18398148.0
2017-03-29,35.52,35.7,35.435,35.57,17202642.0,0.0,1.0,33.94611091887552,34.118135129613066,33.86487726380501,33.99389542185817,17202642.0
2017-03-30,35.58,35.89,35.52,35.75,16432950.0,0.0,1.0,34.00345232245469,34.299716240947134,33.94611091887552,34.16591963259571,16432950.0
2017-03-31,35.75,36.25,35.74,36.07,21438385.0,0.0,1.0,34.16591963259571,34.64376466242223,34.15636273199918,34.47174045168468,21438385.0
2017-04-03,36.19,36.74,36.12,36.16,32013641.0,0.0,1.0,34.58642325884304,35.11205279165221,34.51952495466733,34.55775255705345,32013641.0
2017-04-04,36.12,36.375,35.99,36.28,18918045.0,0.0,1.0,34.51952495466733,34.763225919878856,34.39528524691244,34.672435364211815,18918045.0
2017-04-05,36.43,36.76,36.17,36.22,22455525.0,0.0,1.0,34.81578887315977,35.13116659284527,34.56730945764998,34.615093960632635,22455525.0
2017-04-06,36.13,36.285,36.03,36.03,20198223.0,0.0,1.0,34.52908185526386,34.677213814510075,34.43351284929856,34.43351284929856,20198223.0
2017-04-07,36.07,36.32,35.985,36.03,15689208.0,0.0,1.0,34.47174045168468,34.71066296659794,34.39050679661417,34.43351284929856,15689208.0
2017-04-10,36.02,36.09,35.61,35.8,19973723.0,0.0,1.0,34.42395594870203,34.490854252877746,34.032123024244285,34.21370413557836,19973723.0
