Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-01-20,120.45,120.45,119.7346,120.0,32597892.0,0.0,1.0,116.78300519329451,116.78300519329451,116.08938492002525,116.34670504935941,32597892.0
2017-01-23,120.0,120.81,119.77,120.08,22050218.0,0.0,1.0,116.34670504935941,117.1320453084426,116.12370719801481,116.42426951939233,22050218.0
2017-01-24,119.55,120.1,119.5,119.97,23211038.0,0.0,1.0,115.91040490542431,116.44366063690055,115.86192711165376,116.31761837309708,23211038.0
2017-01-25,120.42,122.1,120.28,121.88,32586673.0,0.0,1.0,116.75391851703218,118.38277238772321,116.61818069447459,118.16947009513271,32586673.0
2017-01-26,121.67,122.44,121.6,121.94,26337576.0,0.0,1.0,117.96586336129634,118.71242138536306,117.89799445001753,118.2276434476574,26337576.0
2017-01-27,122.14,122.35,121.6,121.95,20562944.0,0.0,1.0,118.42155462273966,118.62516135657603,117.89799445001753,118.23733900641152,20562944.0
2017-01-30,120.93,121.63,120.66,121.63,30377503.0,0.0,1.0,117.24839201349197,117.92708112627987,116.9866119271309,117.92708112627987,30377503.0
2017-01-31,121.15,121.39,120.62,121.35,49200993.0,0.0,1.0,117.46169430608245,117.69438771618117,116.94782969211444,117.65560548116471,49200993.0
2017-02-01,127.03,130.49,127.01,128.75,111985040.0,0.0,1.0,123.16268285350105,126.51734618242426,123.14329173599283,124.83031895920854,111985040.0
2017-02-02,127.975,129.39,127.78,128.53,33710411.0,0.0,1.0,124.07891315576475,125.45083471947179,123.88984976005955,124.61701666661806,33710411.0
2017-02-03,128.31,129.19,128.16,129.08,24507301.0,0.0,1.0,124.40371437402756,125.25692354438952,124.25828099271585,125.15027239809429,24507301.0
2017-02-06,129.13,130.5,128.9,130.29,26845924.0,0.0,1.0,125.19875019186485,126.52704174117837,124.97575234052024,126.32343500734198,26845924.0
2017-02-07,130.54,132.09,130.45,131.53,38183841.0,0.0,1.0,126.5658239761948,128.06863558308237,126.47856394740779,127.52568429285203,38183841.0
2017-02-08,131.35,132.22,131.22,132.04,23004072.0,0.0,1.0,127.35116423527799,128.19467784688584,127.22512197147452,128.0201577893118,23004072.0
2017-02-09,131.65,132.445,131.12,132.42,28349859.0,0.57,1.0,128.1914642985267,128.96557910382353,127.67538776166215,128.94123587095257,28349859.0
2017-02-10,132.46,132.94,132.05,132.12,20065458.0,0.0,1.0,128.98018504354613,129.44757511466875,128.58095602446224,128.64911707650094,20065458.0
2017-02-13,133.08,133.82,132.75,133.29,23035421.0,0.0,1.0,129.5838972187462,130.30445691172687,129.26256654484936,129.7883803748623,23035421.0
2017-02-14,133.47,135.09,133.25,135.02,33226223.0,0.0,1.0,129.9636516515333,131.54109314157213,129.74943120226877,131.47293208953343,33226223.0
2017-02-15,135.52,136.27,134.62,135.51,35623100.0,0.0,1.0,131.95979674695283,132.6900937330819,131.0834403635979,131.9500594538044,35623100.0
2017-02-16,135.67,135.9,134.8398,135.345,22584555.0,0.0,1.0,132.10585614417863,132.32981388659155,131.29746606699948,131.78939411685604,22584555.0
2017-02-17,135.1,135.83,135.1,135.72,22198197.0,0.0,1.0,131.55083043472052,132.26165283455285,131.55083043472052,132.15454260992058,22198197.0
2017-02-21,136.23,136.75,135.98,136.7,24507156.0,0.0,1.0,132.65114456048835,133.15748380420453,132.40771223177865,133.10879733846258,24507156.0
2017-02-22,136.43,137.12,136.11,137.11,20836932.0,0.0,1.0,132.84589042345613,133.5177636506949,132.53429704270772,133.5080263575465,20836932.0
2017-02-23,137.38,137.48,136.3,136.53,20788186.0,0.0,1.0,133.77093327255295,133.86830620403683,132.71930561252708,132.94326335494,20788186.0
2017-02-24,135.91,136.66,135.28,136.66,21776585.0,0.0,1.0,132.33955117973994,133.06984816586905,131.72610171139152,133.06984816586905,21776585.0
2017-02-27,137.14,137.435,136.28,136.93,20257426.0,0.0,1.0,133.53723823699164,133.8244883848691,132.6998310262303,133.33275508087553,20257426.0
2017-02-28,137.08,137.435,136.7,136.99,23482860.0,0.0,1.0,133.47881447810136,133.8244883848691,133.10879733846258,133.39117883976584,23482860.0
2017-03-01,137.89,140.15,137.595,139.79,36414585.0,0.0,1.0,134.26753522312075,136.46816347465642,133.9802850752433,136.11762092131445,36414585.0
2017-03-02,140.0,140.2786,138.76,138.96,26210984.0,0.0,1.0,136.3221040774306,136.5933850645447,135.11467972703048,135.30942558999826,26210984.0
2017-03-03,138.78,139.83,138.59,139.78,21571121.0,0.0,1.0,135.1341543133273,136.15657009390802,134.9491457435079,136.10788362816606,21571121.0
2017-03-06,139.365,139.77,138.5959,139.34,21750044.0,0.0,1.0,135.70378596250796,136.09814633501767,134.95489074646545,135.679442729637,21750044.0
2017-03-07,139.06,139.98,138.79,139.52,17446297.0,0.0,1.0,135.40679852148213,136.3026294911338,135.14389160647565,135.854714006308,17446297.0
2017-03-08,138.95,139.8,138.82,139.0,18707236.0,0.0,1.0,135.29968829684987,136.12735821446284,135.17310348592082,135.34837476259182,18707236.0
2017-03-09,138.74,138.79,137.05,138.68,22155904.0,0.0,1.0,135.09520514073373,135.14389160647565,133.44960259865618,135.0367813818434,22155904.0
2017-03-10,139.25,139.3571,138.64,139.14,19612801.0,0.0,1.0,135.59180709130152,135.69609350092074,134.99783220924982,135.48469686666922,19612801.0
2017-03-13,138.85,139.43,138.82,139.2,17421717.0,0.0,1.0,135.202315365366,135.7670783679725,135.17310348592082,135.54312062555957,17421717.0
2017-03-14,139.3,139.65,138.84,138.99,15309065.0,0.0,1.0,135.64049355704347,135.98129881723702,135.1925780722176,135.33863746944343,15309065.0
2017-03-15,139.41,140.7501,139.025,140.46,25691774.0,0.0,1.0,135.7476037816757,137.0524984364912,135.37271799546278,136.77001956225644,25691774.0
2017-03-16,140.72,141.02,140.26,140.69,19231998.0,0.0,1.0,137.02318918411453,137.31530797856618,136.5752736992887,136.99397730466936,19231998.0
2017-03-17,141.0,141.0,139.89,139.99,43884952.0,0.0,1.0,137.2958333922694,137.2958333922694,136.21499385279833,136.31236678428223,43884952.0
2017-03-20,140.4,141.5,140.23,141.46,21542038.0,0.0,1.0,136.71159580336612,137.78269804968878,136.54606181984352,137.74374887709524,21542038.0
2017-03-21,142.11,142.8,139.73,139.84,39529912.0,0.0,1.0,138.37667293174047,139.04854615897924,136.0591971624241,136.1663073870564,39529912.0
2017-03-22,139.845,141.6,139.76,141.42,25860165.0,0.0,1.0,136.1711760336306,137.88007098117265,136.08840904186928,137.70479970450168,25860165.0
2017-03-23,141.26,141.5844,140.61,140.92,20346301.0,0.0,1.0,137.54900301412746,137.86488080386115,136.91607895948226,137.21793504708228,20346301.0
2017-03-24,141.5,141.74,140.35,140.64,22395563.0,0.0,1.0,137.78269804968878,138.01639308525012,136.66290933762417,136.9452908389274,22395563.0
2017-03-27,139.39,141.22,138.62,140.88,23575094.0,0.0,1.0,135.72812919537893,137.51005384153393,134.97835762295307,137.17898587448872,23575094.0
2017-03-28,140.91,144.04,140.62,143.8,33374805.0,0.0,1.0,137.2081977539339,140.2559705093793,136.92581625263065,140.022275473818,33374805.0
2017-03-29,143.68,144.49,143.19,144.12,29189955.0,0.0,1.0,139.90542795603736,140.69414870105678,139.42830059176634,140.33386885456642,29189955.0
2017-03-30,144.19,144.5,143.5,143.93,21207252.0,0.0,1.0,140.40202990660512,140.70388599420517,139.73015667936636,140.14886028474706,21207252.0
2017-03-31,143.72,144.27,143.01,143.66,19661651.0,0.0,1.0,139.9443771286309,140.47992825179224,139.25302931509535,139.88595336974058,19661651.0
2017-04-03,143.71,144.12,143.05,143.7,19985714.0,0.0,1.0,139.93463983548253,140.33386885456642,139.2919784876889,139.9249025423341,19985714.0
2017-04-04,143.25,144.89,143.17,144.77,19891354.0,0.0,1.0,139.48672435065666,141.08364042699228,139.40882600546956,140.96679290921165,19891354.0
2017-04-05,144.22,145.46,143.81,144.02,27717854.0,0.0,1.0,140.4312417860503,141.6386661364504,140.0320127669664,140.23649592308254,27717854.0
2017-04-06,144.29,144.52,143.45,143.66,21149034.0,0.0,1.0,140.499402838089,140.72336058050195,139.6814702136244,139.88595336974058,21149034.0
2017-04-07,143.73,144.18,143.27,143.34,16658543.0,0.0,1.0,139.95411442177928,140.39229261345676,139.50619893695344,139.57435998899217,16658543.0
2017-04-10,143.6,143.8792,142.9,143.17,18933397.0,0.0,1.0,139.82752961085023,140.09939483555323,139.14591909046308,139.40882600546956,18933397.0
2017-04-11,142.94,143.35,140.06,141.63,30379376.0,0.0,1.0,139.18486826305664,139.58409728214053,136.38052783632094,137.90928286061782,30379376.0
2017-04-12,141.6,142.15,141.01,141.8,20350000.0,0.0,1.0,137.88007098117265,138.415622104334,137.30557068541776,138.07481684414043,20350000.0
2017-04-13,141.91,142.38,141.05,141.05,17822880.0,0.0,1.0,138.1819270687727,138.63957984674693,137.34451985801135,137.34451985801135,17822880.0
2017-04-17,141.48,141.88,140.87,141.83,16582094.0,0.0,1.0,137.763223463392,138.15271518932752,137.16924858134036,138.1040287235856,16582094.0
2017-04-18,141.41,142.04,141.11,141.2,14697544.0,0.0,1.0,137.6950624113533,138.3085118797017,137.40294361690167,137.49057925523712,14697544.0
2017-04-19,141.88,142.0,140.45,140.68,17328375.0,0.0,1.0,138.15271518932752,138.26956270710818,136.76028226910805,136.984240011521,17328375.0
2017-04-20,141.22,142.92,141.16,142.44,23319562.0,0.0,1.0,137.51005384153393,139.16539367675986,137.4516300826436,138.69800360563724,23319562.0
2017-04-21,142.44,142.68,141.85,142.27,17320928.0,0.0,1.0,138.69800360563724,138.93169864119855,138.12350330988235,138.53246962211466,17320928.0
2017-04-24,143.5,143.95,143.18,143.64,17116599.0,0.0,1.0,139.73015667936636,140.1683348710438,139.41856329861795,139.86647878344377,17116599.0
2017-04-25,143.91,144.9,143.87,144.53,18871501.0,0.0,1.0,140.12938569845028,141.09337772014067,140.09043652585672,140.7330978736503,18871501.0
2017-04-26,144.47,144.6,143.3762,143.68,20041241.0,0.0,1.0,140.67467411476,140.80125892568904,139.60960899018934,139.90542795603736,20041241.0
2017-04-27,143.9225,144.16,143.31,143.79,14246347.0,0.0,1.0,140.14155731488577,140.37281802715995,139.545148109547,140.0125381806696,14246347.0
2017-04-28,144.09,144.3,143.27,143.65,20860358.0,0.0,1.0,140.30465697512125,140.50914013123742,139.50619893695344,139.8762160765922,20860358.0
2017-05-01,145.1,147.2,144.96,146.58,33602943.0,0.0,1.0,141.28812358310842,143.33295514426987,141.151801479031,142.72924296906984,33602943.0
2017-05-02,147.54,148.09,146.84,147.51,45352194.0,0.0,1.0,143.66402311131506,144.19957423447642,142.98241259092794,143.6348112318699,45352194.0
2017-05-03,145.59,147.49,144.27,147.06,45697034.0,0.0,1.0,141.76525094737943,143.61533664557314,140.47992825179224,143.19663304019247,45697034.0
2017-05-04,146.52,147.14,145.81,146.53,23371872.0,0.0,1.0,142.67081921017953,143.27453138537953,141.97947139664396,142.6805565033279,23371872.0
2017-05-05,146.76,148.98,146.76,148.96,27327725.0,0.0,1.0,142.9045142457408,145.06619332468293,142.9045142457408,145.04671873838618,27327725.0
2017-05-08,149.03,153.7,149.03,153.01,48752413.0,0.0,1.0,145.11487979042488,149.662195690722,145.11487979042488,148.99032246348324,48752413.0
2017-05-09,153.87,154.88,153.45,153.99,39130363.0,0.0,1.0,149.8277296742446,150.81119628223178,149.4187633620123,149.9445771920253,39130363.0
2017-05-10,153.63,153.94,152.11,153.26,25805692.0,0.0,1.0,149.5940346386833,149.89589072628334,148.11396608012836,149.23375479219294,25805692.0
2017-05-11,152.45,154.07,152.31,153.95,27255058.0,0.63,1.0,149.05250641774654,150.63640317338283,148.9156264512101,150.51907748778012,27255058.0
2017-05-12,154.7,156.42,154.67,156.1,32527017.0,0.0,1.0,151.2523630227969,152.9340311831021,151.22303160139626,152.6211626881616,32527017.0
2017-05-15,156.01,156.65,155.05,155.7,26009719.0,0.0,1.0,152.53316842395958,153.15890541384059,151.59456293913811,152.230077069486,26009719.0
2017-05-16,155.94,156.06,154.72,155.47,20048478.0,0.0,1.0,152.46472844069137,152.58205412629405,151.2719173037307,152.0052028387475,20048478.0
2017-05-17,153.6,154.57,149.71,150.25,50767678.0,0.0,1.0,150.17687757143898,151.12526019672734,146.37356992981856,146.90153551503064,50767678.0
2017-05-18,151.27,153.34,151.13,152.54,33568215.0,0.0,1.0,147.89880384265348,149.92267191929983,147.761923876117,149.14050068194857,33568215.0
2017-05-19,153.38,153.98,152.63,153.06,26960788.0,0.0,1.0,149.96178048116738,150.5484089091808,149.2284949461506,149.6489119862269,26960788.0
2017-05-22,154.0,154.58,152.91,153.99,22966437.0,0.0,1.0,150.5679631901146,151.13503733719426,149.50225487922353,150.5581860496477,22966437.0
2017-05-23,154.9,154.9,153.31,153.8,19918871.0,0.0,1.0,151.44790583213475,151.44790583213475,149.89334049789915,150.3724203807768,19918871.0
2017-05-24,153.84,154.17,152.67,153.34,19219154.0,0.0,1.0,150.41152894264434,150.73417457805172,149.26760350801814,149.92267191929983,19219154.0
2017-05-25,153.73,154.35,153.03,153.87,19235598.0,0.0,1.0,150.30398039750855,150.91016310645577,149.6195805648262,150.44086036404502,19235598.0
2017-05-26,154.0,154.24,153.31,153.61,21927637.0,0.0,1.0,150.5679631901146,150.80261456131998,149.89334049789915,150.18665471190587,21927637.0
2017-05-30,153.42,154.43,153.33,153.67,20126851.0,0.0,1.0,150.00088904303493,150.9883802301909,149.91289477883294,150.24531755470719,20126851.0
2017-05-31,153.97,154.17,152.38,152.76,24451164.0,0.0,1.0,150.5386317687139,150.73417457805172,148.9840664344783,149.35559777222016,24451164.0
2017-06-01,153.17,153.33,152.22,153.18,16404088.0,0.0,1.0,149.75646053136268,149.91289477883294,148.82763218700808,149.76623767182957,16404088.0
2017-06-02,153.58,155.45,152.89,155.45,27770715.0,0.0,1.0,150.15732329050522,151.9856485578137,149.48270059828974,151.9856485578137,27770715.0
2017-06-05,154.34,154.45,153.46,153.93,25331662.0,0.0,1.0,150.90038596598887,151.00793451112466,150.0399976049025,150.49952320684636,25331662.0
2017-06-06,153.9,155.81,153.78,154.45,26624926.0,0.0,1.0,150.4701917854457,152.3376256146218,150.352866099843,151.00793451112466,26624926.0
2017-06-07,155.02,155.98,154.48,155.37,21069647.0,0.0,1.0,151.56523151773743,152.50383700255892,151.03726593252534,151.9074314340786,21069647.0
2017-06-08,155.25,155.54,154.4,154.99,21250798.0,0.0,1.0,151.79010574847592,152.07364282201573,150.95904880879021,151.53590009633677,21250798.0
2017-06-09,155.19,155.19,146.02,148.98,64882657.0,0.0,1.0,151.73144290567458,151.73144290567458,142.76580509753595,145.65983867573553,64882657.0
2017-06-12,145.74,146.09,142.51,145.42,72307330.0,0.0,1.0,142.492045164463,142.83424508080418,139.33402879365732,142.1791766695225,72307330.0
2017-06-13,147.16,147.45,145.15,146.59,34165445.0,0.0,1.0,143.88039911076146,144.16393618430126,141.91519387691645,143.3231021041487,34165445.0
2017-06-14,147.5,147.5,143.84,145.16,31531232.0,0.0,1.0,144.21282188663574,144.21282188663574,140.63438847575378,141.92497101738334,31531232.0
2017-06-15,143.32,144.4798,142.21,144.29,32165373.0,0.0,1.0,140.12597717147548,141.25992992282545,139.04071457965063,141.07435979676384,32165373.0
2017-06-16,143.78,144.5,142.2,142.27,50361093.0,0.0,1.0,140.57572563295244,141.27967974656858,139.03093743918373,139.099377422452,50361093.0
2017-06-19,143.66,146.74,143.66,146.34,32541404.0,0.0,1.0,140.45839994734976,143.46975921115205,140.45839994734976,143.07867359247643,32541404.0
2017-06-20,146.87,146.87,144.94,145.01,24900073.0,0.0,1.0,143.59686203722163,143.59686203722163,141.70987392711174,141.77831391037998,24900073.0
2017-06-21,145.52,146.0693,144.61,145.87,21265751.0,0.0,1.0,142.2769480741914,142.8140064000377,141.3872282917044,142.61914799053258,21265751.0
2017-06-22,145.77,146.7,145.1199,145.63,19106294.0,0.0,1.0,142.52137658586366,143.43065064928447,141.8857646841111,142.3844966193272,19106294.0
2017-06-23,145.13,147.16,145.11,146.28,35439389.0,0.0,1.0,141.89563959598266,143.88039911076146,141.8760853150489,143.0200107496751,35439389.0
2017-06-26,147.17,148.28,145.38,145.82,25692361.0,0.0,1.0,143.89017625122833,144.97543884305318,142.14006810765494,142.5702622881981,25692361.0
2017-06-27,145.01,146.16,143.62,143.73,24761891.0,0.0,1.0,141.77831391037998,142.9026850640724,140.4192913854822,140.526839930618,24761891.0
2017-06-28,144.49,146.11,143.1601,145.83,22082432.0,0.0,1.0,141.26990260610168,142.85379936173797,139.9696406954099,142.58003942866503,22082432.0
2017-06-29,144.71,145.13,142.28,143.68,31499368.0,0.0,1.0,141.48499969637328,141.89563959598266,139.10915456291886,140.47795422828355,31499368.0
2017-06-30,144.45,144.96,143.78,144.02,23024107.0,0.0,1.0,141.2307940442341,141.72942820804553,140.57572563295244,140.81037700415783,23024107.0
2017-07-03,144.88,145.3,143.1,143.5,14258300.0,0.0,1.0,141.6512110843104,142.0618509839198,139.91088008120389,140.3019656998795,14258300.0
2017-07-05,143.69,144.79,142.7237,144.09,21569557.0,0.0,1.0,140.48773136875042,141.56321682010838,139.5429662854348,140.87881698742606,21569557.0
2017-07-06,143.02,143.5,142.41,142.73,24128782.0,0.0,1.0,139.83266295746878,140.3019656998795,139.23625738898843,139.54912588392892,24128782.0
2017-07-07,142.9,144.75,142.9,144.18,19201712.0,0.0,1.0,139.71533727186608,141.52410825824083,139.71533727186608,140.9668112516281,19201712.0
2017-07-10,144.11,145.95,143.37,145.06,21090636.0,0.0,1.0,140.89837126835985,142.69736511426768,140.17486287380993,141.82719961271445,21090636.0
2017-07-11,144.73,145.85,144.38,145.53,19781836.0,0.0,1.0,141.50455397730704,142.5995937095988,141.16235406096587,142.2867252146583,19781836.0
2017-07-12,145.87,146.18,144.82,145.74,24884478.0,0.0,1.0,142.61914799053258,142.92223934500618,141.59254824150906,142.492045164463,24884478.0
2017-07-13,145.5,148.49,145.44,147.77,25199373.0,0.0,1.0,142.25739379325762,145.18075879285792,142.19873095045628,144.47680467924178,25199373.0
2017-07-14,147.97,149.33,147.33,149.04,20132061.0,0.0,1.0,144.6723474885796,146.00203859207673,144.0466104986986,145.71850151853687,20132061.0
2017-07-17,148.82,150.9,148.57,149.56,23793456.0,0.0,1.0,145.50340442826527,147.53704964537852,145.25897591659302,146.2269128228152,23793456.0
2017-07-18,149.2,150.13,148.67,150.08,17868792.0,0.0,1.0,145.87493576600713,146.78420982942794,145.3567473212619,146.73532412709352,17868792.0
2017-07-19,150.48,151.42,149.95,151.02,20922969.0,0.0,1.0,147.1264097457691,148.0454609496568,146.60822130102392,147.65437533098122,20922969.0
2017-07-20,151.5,151.74,150.19,150.34,17243748.0,0.0,1.0,148.12367807339194,148.35832944459733,146.84287267222928,146.98952977923267,17243748.0
2017-07-21,149.99,150.44,148.88,150.27,26252630.0,0.0,1.0,146.6473298628915,147.08730118390156,145.56206727106664,146.92108979596443,26252630.0
2017-07-24,150.58,152.44,149.9,152.09,21493160.0,0.0,1.0,147.22418115043803,149.04272927727968,146.55933559868947,148.7005293609385,21493160.0
2017-07-25,151.8,153.84,151.8,152.74,18853932.0,0.0,1.0,148.41699228739867,150.41152894264434,148.41699228739867,149.3360434912864,18853932.0
2017-07-26,153.35,153.93,153.06,153.46,15780951.0,0.0,1.0,149.9324490597667,150.49952320684636,149.6489119862269,150.0399976049025,15780951.0
2017-07-27,153.75,153.99,147.3,150.56,32476337.0,0.0,1.0,150.32353467844234,150.5581860496477,144.01727907729793,147.20462686950424,32476337.0
2017-07-28,149.89,150.23,149.19,149.5,17213653.0,0.0,1.0,146.54955845822255,146.88198123409686,145.86515862554023,146.16824998001385,17213653.0
2017-07-31,149.9,150.33,148.13,148.73,19845920.0,0.0,1.0,146.55933559868947,146.97975263876577,144.82878173604982,145.41541016406327,19845920.0
2017-08-01,149.1,150.22,148.41,150.05,35368645.0,0.0,1.0,145.7771643613382,146.87220409362996,145.10254166912276,146.70599270569284,35368645.0
2017-08-02,159.28,159.75,156.16,157.14,69936800.0,0.0,1.0,155.7302933566328,156.18981895857667,152.67982553096294,153.63798529671823,69936800.0
2017-08-03,157.05,157.21,155.02,155.57,27097296.0,0.0,1.0,153.54999103251623,153.70642527998646,151.56523151773743,152.1029742434164,27097296.0
2017-08-04,156.07,157.4,155.69,156.39,20559852.0,0.0,1.0,152.59183126676095,153.8921909488574,152.2202999290191,152.90469976170144,20559852.0
2017-08-07,157.06,158.92,156.6701,158.81,21870321.0,0.0,1.0,153.5597681729831,155.37831629982475,153.17855746617903,155.27076775468896,21870321.0
2017-08-08,158.6,161.83,158.27,160.08,36205896.0,0.0,1.0,155.06544780488426,158.2234641756899,154.74280216947687,156.51246459398408,36205896.0
2017-08-09,159.26,161.27,159.11,161.059998,26131530.0,0.0,1.0,155.71073907569902,157.67594430954404,155.5640819686957,157.47062240431126,26131530.0
2017-08-10,159.9,160.0,154.63,155.32,40804273.0,0.63,1.0,156.97059903700236,157.0687670163876,151.79714652340007,152.47450558115824,40804273.0
2017-08-11,156.6,158.5728,156.07,157.48,26257096.0,0.0,1.0,153.73105571728934,155.6677136146014,153.21076542654757,154.59493393587948,26257096.0
2017-08-14,159.32,160.21,158.75,159.85,22122734.0,0.0,1.0,156.40122475656793,157.2749197730966,155.84166727407205,156.92151504730973,22122734.0
2017-08-15,160.66,162.195,160.14,161.6,29465487.0,0.0,1.0,157.71667568033018,159.22355416389365,157.2062021875269,158.63945468655146,29465487.0
2017-08-16,161.94,162.51,160.15,160.95,27671612.0,0.0,1.0,158.97322581646128,159.53278329895716,157.21601898546547,158.00136282054737,27671612.0
2017-08-17,160.52,160.71,157.84,157.86,27940565.0,0.0,1.0,157.57924050919087,157.76575967002282,154.94833866166636,154.9679722575434,27940565.0
2017-08-18,157.86,159.5,156.72,157.5,27428069.0,0.0,1.0,154.9679722575434,156.57792711946138,153.84885729255166,154.61456753175653,27428069.0
2017-08-21,157.5,157.89,155.1101,157.21,26368528.0,0.0,1.0,154.61456753175653,154.99742265135896,152.26845099242863,154.32988039153935,26368528.0
2017-08-22,158.23,160.0,158.02,159.78,21604585.0,0.0,1.0,155.33119378126878,157.0687670163876,155.1250410245598,156.85279746174007,21604585.0
2017-08-23,159.07,160.47,158.88,159.98,19399081.0,0.0,1.0,156.15580480810482,157.53015651949823,155.96928564727287,157.04913342051054,19399081.0
2017-08-24,160.43,160.74,158.55,159.27,19818918.0,0.0,1.0,157.49088932774413,157.7952100638384,155.64533131530158,156.35214076687532,19818918.0
2017-08-25,159.65,160.56,159.27,159.86,25480063.0,0.0,1.0,156.72517908853925,157.61850770094495,156.35214076687532,156.93133184524825,25480063.0
2017-08-28,160.14,162.0,159.93,161.47,25965972.0,0.0,1.0,157.2062021875269,159.03212660409244,157.00004943081794,158.51183631335064,25965972.0
2017-08-29,160.1,163.12,160.0,162.91,29516910.0,0.0,1.0,157.16693499577283,160.13160797320714,157.0687670163876,159.92545521649814,29516910.0
2017-08-30,163.8,163.89,162.61,163.35,27269584.0,0.0,1.0,160.7991502330268,160.8875014144735,159.63095127834242,160.3573943257932,27269584.0
2017-08-31,163.64,164.52,163.48,164.0,26785096.0,0.0,1.0,160.64208146601038,161.50595968460055,160.485012698994,160.99548619179728,26785096.0
2017-09-01,164.8,164.94,163.63,164.05,16591051.0,0.0,1.0,161.78083002687922,161.91826519801856,160.63226466807188,161.04457018148992,16591051.0
2017-09-05,163.75,164.25,160.56,162.08,29536314.0,0.0,1.0,160.75006624333417,161.2409061402604,157.61850770094495,159.11066098760065,29536314.0
2017-09-06,162.71,162.99,160.52,161.91,21651726.0,0.0,1.0,159.72911925772766,160.00398960000635,157.57924050919087,158.9437754226457,21651726.0
2017-09-07,162.09,162.24,160.36,161.26,21928502.0,0.0,1.0,159.12047778553915,159.26772975461702,157.42217174217447,158.30568355664164,21928502.0
2017-09-08,160.86,161.15,158.53,158.63,28611535.0,0.0,1.0,157.9130116391007,158.19769877931788,155.62569771942452,155.72386569880976,28611535.0
2017-09-11,160.5,162.05,159.89,161.5,31580798.0,0.0,1.0,157.55960691331381,159.08121059378507,156.9607822390638,158.54128670716622,31580798.0
2017-09-12,162.61,163.96,158.77,160.86,71714046.0,0.0,1.0,159.63095127834242,160.95621900004318,155.86130086994913,157.9130116391007,71714046.0
2017-09-13,159.87,159.96,157.91,159.65,44907361.0,0.0,1.0,156.94114864318678,157.0294998246335,155.017056247236,156.72517908853925,44907361.0
2017-09-14,158.99,159.4,158.09,158.28,23760749.0,0.0,1.0,156.07727042459666,156.47975914007614,155.19375861012946,155.3802777709614,23760749.0
2017-09-15,158.47,160.97,158.0,159.88,49114602.0,0.0,1.0,155.5667969317934,158.02099641642442,155.10540742868275,156.9509654411253,49114602.0
2017-09-18,160.11,160.5,157.995,158.67,28269435.0,0.0,1.0,157.17675179371136,157.55960691331381,155.1004990297135,155.76313289056387,28269435.0
2017-09-19,159.51,159.77,158.44,158.73,20810632.0,0.0,1.0,156.5877439173999,156.84298066380154,155.5373465379778,155.822033678195,20810632.0
2017-09-20,157.9,158.26,153.83,156.07,52951364.0,0.0,1.0,155.00723944929751,155.36064417508436,151.01180268831814,153.21076542654757,52951364.0
2017-09-21,155.8,155.8,152.75,153.39,37511661.0,0.0,1.0,152.94571188220743,152.94571188220743,149.95158851095752,150.57986357902305,37511661.0
2017-09-22,152.02,152.27,150.56,151.89,46645443.0,0.0,1.0,149.23496226144528,149.48038220990838,147.80170976242073,149.10734388824443,46645443.0
2017-09-25,149.99,151.83,149.16,150.55,44387336.0,0.0,1.0,147.24215227992485,149.0484431006133,146.42735805102734,147.7918929644822,44387336.0
2017-09-26,151.78,153.92,151.69,153.14,36660045.0,0.0,1.0,148.99935911092066,151.10015386976485,148.91100792947395,150.33444363055995,36660045.0
